id,start,read_length
11022,30584,259
11023,42270,228
11024,42025,271
11025,41465,299
11026,44977,300
11027,15716,238
11028,29795,275
11029,42090,256
11030,35522,263
11031,47396,250
11032,28169,238
11033,24950,249
11034,29908,254
11035,22519,268
11036,14493,258
11037,34663,206
11038,16550,235
11039,4078,294
11040,12183,222
11041,22849,318
11042,27489,279
11043,19105,250
11044,9980,226
11045,13747,246
11046,35739,191
11047,27161,263
11048,16793,229
11049,44848,216
11050,38324,168
11051,19822,264
11052,22417,271
11053,6789,223
11054,13368,256
11055,39082,256
11056,24073,252
11057,43353,255
11058,49339,255
11059,27616,222
11060,30983,226
11061,24352,290
11062,36843,276
11063,577,283
11064,24177,266
11065,26563,193
11066,27111,259
11067,26321,254
11068,39146,246
11069,21376,212
11070,42262,246
11071,19319,289
11072,29744,271
11073,26818,204
11074,41583,198
11075,11875,176
11076,27452,270
11077,40679,256
11078,19831,241
11079,5091,237
11080,15359,280
11081,24532,216
11082,32359,221
11083,11912,256
11084,45171,252
11085,42553,206
11086,28083,276
11087,21002,298
11088,49350,273
11089,40208,268
11090,32900,263
11091,25766,248
11092,41375,303
11093,24126,221
11094,21355,258
11095,31407,267
11096,40037,251
11097,20173,267
11098,31967,265
11099,4147,256
11100,22600,238
11101,13636,207
11102,18957,266
11103,17774,260
11104,4026,265
11105,41459,292
11106,7930,242
11107,49473,221
11108,32823,236
11109,7072,287
11110,40556,271
11111,27486,203
11112,3366,232
11113,4660,246
11114,30281,231
11115,49661,235
11116,21185,264
11117,41942,303
11118,43900,233
11119,46678,270
11120,19760,276
11121,9738,238
11122,16413,286
11123,39447,277
11124,9531,273
11125,13724,243
11126,6115,315
11127,8034,264
11128,39781,248
11129,23573,250
11130,2645,228
11131,20003,264
11132,32046,246
11133,48011,263
11134,44401,250
11135,20729,217
11136,12327,275
11137,10345,212
11138,24478,267
11139,24268,219
11140,38293,236
11141,17945,296
11142,5996,287
11143,18151,260
11144,47282,262
11145,38958,247
11146,16267,291
11147,14279,275
11148,4448,286
11149,29041,247
11150,35635,254
11151,32191,250
11152,26002,269
11153,38339,246
11154,3686,260
11155,20221,188
11156,23827,335
11157,31641,229
11158,32456,241
11159,7074,222
11160,34818,253
11161,39716,200
11162,20295,228
11163,49553,228
11164,10305,261
11165,10706,237
11166,44247,265
11167,16656,223
11168,38181,274
11169,25447,210
11170,30485,266
11171,19998,284
11172,46311,229
11173,12436,266
11174,17397,262
11175,34797,255
11176,7275,231
11177,43072,272
11178,20040,215
11179,28029,234
11180,36140,264
11181,19017,254
11182,34634,251
11183,39237,260
11184,46553,204
11185,22355,242
11186,37508,289
11187,47947,256
11188,27686,250
11189,28487,189
11190,40565,206
11191,4057,281
11192,11310,252
11193,40242,271
11194,17995,244
11195,6317,237
11196,27478,316
11197,22554,263
11198,12142,234
11199,5402,208
11200,31493,246
11201,13971,255
11202,26740,278
11203,5717,252
11204,41590,243
11205,28067,260
11206,49602,238
11207,25088,244
11208,36711,225
11209,2948,258
11210,2811,326
11211,44067,310
11212,28674,245
11213,48349,246
11214,29666,233
11215,33785,289
11216,43409,236
11217,42131,238
11218,11823,238
11219,40512,280
11220,45516,224
11221,6647,264
11222,7228,230
11223,22194,244
11224,3200,274
11225,23076,212
11226,9111,266
11227,39802,253
11228,29124,237
11229,3213,328
11230,7349,244
11231,39430,273
11232,7308,268
11233,29802,264
11234,31641,284
11235,10606,242
11236,29991,288
11237,38213,248
11238,49390,200
11239,468,235
11240,23702,248
11241,31562,295
11242,24873,272
11243,8977,280
11244,14624,256
11245,49473,247
11246,31852,276
11247,11352,250
11248,312,281
11249,17573,321
11250,22822,274
11251,4340,231
11252,5074,221
11253,19211,253
11254,9740,233
11255,47943,249
11256,10802,203
11257,5816,242
11258,47077,173
11259,15049,228
11260,2224,258
11261,2711,246
11262,35978,242
11263,587,214
11264,48783,173
11265,49262,252
11266,46004,251
11267,23390,290
11268,19046,288
11269,26008,267
11270,13310,200
11271,36343,238
11272,41614,229
11273,42478,244
11274,17917,262
11275,34729,312
11276,4744,259
11277,23020,246
11278,14429,230
11279,21002,214
11280,11768,224
11281,19610,312
11282,40164,297
11283,11389,189
11284,17856,278
11285,8869,214
11286,15875,201
11287,6794,255
11288,39677,205
11289,10629,261
11290,21876,209
11291,14673,260
11292,34018,258
11293,27452,243
11294,27275,283
11295,47640,225
11296,9479,228
11297,23273,253
11298,33536,237
11299,29629,235
11300,789,268
11301,37495,270
11302,9093,263
11303,20106,225
11304,6479,288
11305,12760,226
11306,34783,272
11307,12444,244
11308,47669,212
11309,16453,243
11310,19782,278
11311,14638,282
11312,9373,287
11313,40445,239
11314,39197,266
11315,10078,228
11316,28100,234
11317,10395,216
11318,14238,223
11319,30799,234
11320,38899,238
11321,36380,214
11322,22338,210
11323,34940,249
11324,2307,238
11325,23497,250
11326,28222,244
11327,44506,238
11328,29520,261
11329,17038,287
11330,15075,293
11331,26373,229
11332,19566,265
11333,17126,251
11334,48403,245
11335,40211,238
11336,48862,307
11337,40835,285
11338,39094,289
11339,13552,253
11340,10085,228
11341,22710,249
11342,5959,247
11343,42431,238
11344,29991,228
11345,11376,248
11346,49110,290
11347,24854,281
11348,6923,239
11349,3040,302
11350,3267,246
11351,18316,222
11352,11144,185
11353,12958,270
11354,14534,317
11355,27237,287
11356,24036,318
11357,2852,224
11358,24937,287
11359,15898,207
11360,19725,253
11361,25529,274
11362,8779,193
11363,1728,240
11364,38174,306
11365,12864,215
11366,46761,212
11367,49501,248
11368,30380,201
11369,34277,256
11370,46620,229
11371,48470,250
11372,24690,227
11373,1645,219
11374,32181,214
11375,24437,266
11376,660,250
11377,21165,245
11378,12433,193
11379,40951,256
11380,40332,224
11381,11604,276
11382,10018,255
11383,4433,278
11384,32404,245
11385,23727,247
11386,1066,292
11387,1402,291
11388,47573,231
11389,4080,316
11390,8196,197
11391,29786,262
11392,38657,294
11393,5495,292
11394,48493,277
11395,43977,222
11396,10132,233
11397,27657,297
11398,40307,220
11399,16266,236
11400,11961,212
11401,40331,205
11402,19119,221
11403,40209,244
11404,5,253
11405,18435,238
11406,45792,276
11407,11872,293
11408,16539,263
11409,25288,232
11410,35045,263
11411,29018,231
11412,26064,244
11413,10638,295
11414,12106,273
11415,18212,217
11416,19608,235
11417,36295,209
11418,37755,239
11419,10201,214
11420,15085,254
11421,14626,255
11422,7495,239
11423,49106,229
11424,44661,270
11425,33526,304
11426,21391,258
11427,36600,283
11428,38224,261
11429,403,254
11430,33278,235
11431,41775,248
11432,35803,253
11433,5582,254
11434,24145,244
11435,1157,221
11436,42084,264
11437,823,225
11438,35947,221
11439,46384,297
11440,48603,265
11441,25568,239
11442,47012,261
11443,19746,246
11444,7516,305
11445,48836,207
11446,31945,231
11447,42450,225
11448,36294,245
11449,23017,232
11450,12146,174
11451,18427,285
11452,20214,239
11453,41542,211
11454,46602,285
11455,42997,200
11456,40781,237
11457,38709,274
11458,24985,214
11459,10320,255
11460,44990,241
11461,16236,312
11462,6445,297
11463,14919,273
11464,46051,227
11465,2602,221
11466,49097,221
11467,37033,217
11468,26862,233
11469,17501,181
11470,45211,251
11471,11575,292
11472,32972,216
11473,26550,276
11474,19000,289
11475,11691,216
11476,38910,278
11477,9547,266
11478,7936,229
11479,45970,240
11480,3067,226
11481,26838,260
11482,17524,260
11483,8314,274
11484,13296,285
11485,47752,216
11486,882,246
11487,2151,333
11488,6341,207
11489,34800,251
11490,31785,293
11491,11460,223
11492,9122,259
11493,20073,256
11494,1001,236
11495,47674,226
11496,8302,252
11497,19598,294
11498,11216,292
11499,25371,302
11500,15432,258
11501,31418,221
11502,697,262
11503,16548,283
11504,32623,269
11505,27649,279
11506,6518,282
11507,2955,211
11508,30159,240
11509,21523,226
11510,12636,264
11511,36545,248
11512,38908,247
11513,12751,248
11514,24301,221
11515,10818,282
11516,22524,265
11517,21690,243
11518,36133,268
11519,16369,262
11520,3891,221
11521,19271,287
11522,44473,245
11523,9047,239
11524,46387,243
11525,4314,290
11526,12785,219
11527,46428,267
11528,8248,280
11529,24240,187
11530,5445,295
11531,18940,274
11532,42845,227
11533,29162,267
11534,12642,267
11535,7613,282
11536,47710,248
11537,16840,277
11538,7145,260
11539,33013,280
11540,31508,214
11541,17955,276
11542,26332,310
11543,15729,247
11544,21499,294
11545,42192,291
11546,21412,282
11547,29218,285
11548,37767,262
11549,49314,249
11550,134,277
11551,13972,209
11552,45161,261
11553,44233,267
11554,7482,295
11555,43194,268
11556,24076,229
11557,13541,277
11558,36869,189
11559,45131,241
11560,25055,226
11561,48041,226
11562,23435,280
11563,42256,278
11564,5979,294
11565,8295,248
11566,47851,213
11567,32570,259
11568,31353,302
11569,12034,204
11570,16594,262
11571,30994,223
11572,16415,240
11573,13846,274
11574,44793,240
11575,37846,216
11576,16106,279
11577,46656,217
11578,44412,317
11579,15447,239
11580,15887,221
11581,30799,301
11582,7755,254
11583,36789,252
11584,5205,211
11585,12584,253
11586,2906,277
11587,6411,261
11588,18285,266
11589,22919,235
11590,47082,239
11591,9148,224
11592,49010,208
11593,6087,287
11594,7225,214
11595,8814,275
11596,20269,225
11597,41705,242
11598,6502,240
11599,37503,222
11600,20394,240
11601,10871,298
11602,34354,262
11603,40126,294
11604,6236,221
11605,46637,230
11606,17182,196
11607,17953,234
11608,24291,276
11609,23285,276
11610,31329,255
11611,20063,263
11612,19841,262
11613,46453,253
11614,8105,205
11615,9377,223
11616,7130,212
11617,44288,217
11618,44304,264
11619,33534,208
11620,8109,248
11621,20649,244
11622,32310,242
11623,17364,275
11624,19137,236
11625,17536,253
11626,3108,214
11627,8740,267
11628,1135,217
11629,7084,256
11630,36833,234
11631,812,244
11632,2672,247
11633,8505,271
11634,23871,246
11635,23902,253
11636,34033,236
11637,17643,243
11638,36437,245
11639,11888,234
11640,20029,257
11641,26934,239
11642,41699,237
11643,1642,270
11644,18789,273
11645,22761,283
11646,25027,290
11647,40806,290
11648,42980,260
11649,918,275
11650,36545,254
11651,41543,262
11652,15164,233
11653,7905,250
11654,43407,289
11655,40848,221
11656,22036,262
11657,40205,244
11658,38041,262
11659,25043,296
11660,512,279
11661,17029,301
11662,27365,216
11663,4997,283
11664,11948,292
11665,4468,234
11666,30509,279
11667,29121,296
11668,37252,180
11669,13600,258
11670,38263,221
11671,27705,274
11672,15031,290
11673,11578,265
11674,47754,264
11675,5700,259
11676,13149,276
11677,11652,233
11678,17510,244
11679,12467,248
11680,570,231
11681,24527,224
11682,37768,248
11683,17532,220
11684,42812,256
11685,49709,233
11686,19462,278
11687,2441,254
11688,18206,241
11689,41905,201
11690,6819,289
11691,12298,222
11692,18571,251
11693,4442,263
11694,42720,249
11695,45124,278
11696,9576,256
11697,34972,243
11698,41098,236
11699,2761,266
11700,47436,239
11701,33861,251
11702,43994,234
11703,18581,236
11704,853,274
11705,49733,256
11706,4106,256
11707,22678,211
11708,2453,275
11709,26965,256
11710,17580,248
11711,39932,179
11712,13135,287
11713,1011,288
11714,34688,244
11715,33331,260
11716,6697,213
11717,490,268
11718,45794,233
11719,26589,215
11720,8775,273
11721,44657,274
11722,22357,273
11723,13506,228
11724,40495,231
11725,9065,275
11726,41681,221
11727,42338,221
11728,47819,270
11729,26597,281
11730,49042,243
11731,15213,283
11732,36831,266
11733,15894,290
11734,25525,251
11735,43638,245
11736,25506,273
11737,14198,214
11738,753,299
11739,28711,284
11740,20155,231
11741,48622,180
11742,7837,226
11743,18508,251
11744,27546,265
11745,37730,242
11746,16608,207
11747,13006,263
11748,10159,251
11749,16279,240
11750,18430,282
11751,37652,279
11752,38889,269
11753,18465,247
11754,48593,247
11755,32964,249
11756,45549,274
11757,48378,225
11758,788,251
11759,47063,244
11760,17490,194
11761,4685,229
11762,22677,208
11763,43610,293
11764,34859,260
11765,47716,259
11766,12265,284
11767,5953,243
11768,21177,227
11769,37026,252
11770,5635,196
11771,42487,200
11772,12605,265
11773,12634,201
11774,48444,224
11775,32304,209
11776,47712,255
11777,15653,267
11778,29821,248
11779,28326,289
11780,46553,285
11781,23991,247
11782,7138,252
11783,18868,226
11784,20454,272
11785,21459,262
11786,37986,301
11787,40149,288
11788,33748,256
11789,43904,222
11790,42065,218
11791,1683,260
11792,17208,246
11793,6814,261
11794,10932,264
11795,42668,262
11796,37006,249
11797,33188,268
11798,5291,227
11799,11049,263
11800,11130,325
11801,43992,230
11802,16509,289
11803,7969,284
11804,48110,260
11805,33814,267
11806,9743,211
11807,34808,168
11808,20963,245
11809,31315,234
11810,5005,260
11811,6380,260
11812,2593,221
11813,10585,241
11814,49012,224
11815,18208,230
11816,46842,202
11817,44353,325
11818,38322,289
11819,24838,240
11820,957,246
11821,44296,285
11822,36585,218
11823,12274,218
11824,37780,250
11825,15895,303
11826,22850,253
11827,5670,233
11828,10526,262
11829,13609,270
11830,25863,229
11831,31129,248
11832,32623,258
11833,24710,185
11834,8723,218
11835,42000,234
11836,29477,292
11837,3128,275
11838,23136,237
11839,47285,215
11840,29193,241
11841,42371,246
11842,12427,232
11843,35751,285
11844,22912,218
11845,8384,317
11846,25072,230
11847,28781,242
11848,13505,265
11849,38160,210
11850,42131,247
11851,36653,257
11852,49605,252
11853,1171,253
11854,14449,260
11855,35415,269
11856,41858,277
11857,42341,246
11858,44938,259
11859,8666,241
11860,46063,243
11861,15292,235
11862,36982,215
11863,23091,235
11864,48149,279
11865,20156,301
11866,10934,210
11867,825,234
11868,12132,205
11869,20281,224
11870,36451,246
11871,403,253
11872,36515,251
11873,18556,272
11874,33717,199
11875,11586,223
11876,31284,229
11877,10132,220
11878,18005,288
11879,42023,271
11880,22419,260
11881,45578,222
11882,27011,220
11883,48291,228
11884,17770,235
11885,32196,238
11886,1874,258
11887,39978,249
11888,44677,257
11889,30779,265
11890,18719,247
11891,31140,192
11892,294,294
11893,1015,182
11894,8645,247
11895,42335,234
11896,36338,215
11897,2312,199
11898,40170,192
11899,24795,241
11900,47053,272
11901,45791,227
11902,42813,221
11903,10121,276
11904,35401,245
11905,9148,225
11906,32981,268
11907,28879,236
11908,40700,289
11909,34946,237
11910,16431,216
11911,3575,244
11912,22635,217
11913,24218,251
11914,18505,265
11915,12402,243
11916,18196,256
11917,43717,282
11918,16109,217
11919,40490,270
11920,2833,233
11921,26724,264
11922,16847,244
11923,30636,259
11924,33473,221
11925,26306,252
11926,42761,230
11927,10780,278
11928,21944,271
11929,25146,227
11930,33728,261
11931,12653,228
11932,4440,280
11933,34923,222
11934,12188,223
11935,8158,283
11936,7807,183
11937,9005,277
11938,49264,225
11939,1670,244
11940,46182,250
11941,32539,278
11942,28567,241
11943,8052,233
11944,10193,240
11945,1745,232
11946,44603,317
11947,3031,226
11948,37957,222
11949,44146,242
11950,39933,256
11951,31889,270
11952,8616,235
11953,47817,240
11954,19805,273
11955,27585,263
11956,20009,263
11957,34074,268
11958,539,202
11959,38725,256
11960,18952,298
11961,7130,285
11962,12942,258
11963,20351,232
11964,15891,288
11965,2243,281
11966,31776,274
11967,43978,219
11968,36019,222
11969,24651,259
11970,14472,253
11971,28229,243
11972,7483,213
11973,12609,223
11974,1647,231
11975,46551,304
11976,29100,237
11977,37603,198
11978,34916,246
11979,46419,279
11980,24657,236
11981,29872,304
11982,31737,195
11983,11090,241
11984,20607,249
11985,37449,218
11986,6319,297
11987,31009,252
11988,46251,267
11989,45311,167
11990,32415,250
11991,10721,219
11992,17722,230
11993,6807,216
11994,8839,219
11995,41445,215
11996,28388,228
11997,20739,250
11998,48382,259
11999,41704,230
12000,9456,294
12001,48071,203
12002,5043,216
12003,32959,289
12004,30221,278
12005,20522,286
12006,17733,258
12007,38219,261
12008,48693,304
12009,24558,202
12010,40406,269
12011,22187,263
12012,119,211
12013,47713,240
12014,17395,271
12015,28401,184
12016,28954,232
12017,24469,251
12018,30238,320
12019,30587,258
12020,37460,199
12021,5296,265
12022,33663,336
12023,32790,290
12024,3479,261
12025,48932,253
12026,33061,276
12027,6634,233
12028,29367,236
12029,10875,241
12030,39616,249
12031,43625,211
12032,43747,288
12033,42692,256
12034,3827,269
12035,13018,261
12036,24754,256
12037,11544,265
12038,18250,219
12039,42273,263
12040,30099,210
12041,35860,248
12042,33718,268
12043,48350,224
12044,46081,235
12045,40221,247
12046,41559,272
12047,43754,261
12048,11806,278
12049,31076,256
12050,6801,290
12051,32239,228
12052,5397,287
12053,20403,259
12054,46760,246
12055,16929,251
12056,27188,199
12057,17381,294
12058,49658,248
12059,304,270
12060,29542,244
12061,331,243
12062,37440,216
12063,27600,261
12064,11922,267
12065,13188,276
12066,40072,212
12067,24674,263
12068,17690,338
12069,20584,275
12070,19464,224
12071,1588,188
12072,18080,232
12073,10342,283
12074,9512,201
12075,44245,295
12076,35132,251
12077,42036,221
12078,9552,287
12079,40551,267
12080,22857,270
12081,13999,263
12082,26320,195
12083,9887,227
12084,32111,257
12085,20542,240
12086,2249,261
12087,9112,234
12088,12734,277
12089,9637,273
12090,40401,288
12091,29133,238
12092,1142,279
12093,8072,238
12094,33595,289
12095,31340,248
12096,3771,211
12097,21990,280
12098,37003,238
12099,46873,251
12100,31439,259
12101,41422,198
12102,32314,208
12103,20099,187
12104,26009,218
12105,37984,293
12106,4290,281
12107,40445,275
12108,41103,252
12109,32888,300
12110,24793,297
12111,29737,233
12112,45450,239
12113,38769,240
12114,42025,301
12115,21120,266
12116,36799,303
12117,29824,267
12118,48553,240
12119,45398,231
12120,46052,239
12121,37539,246
12122,44393,223
12123,48333,222
12124,49041,286
12125,334,235
12126,21564,270
12127,40203,247
12128,13385,291
12129,22291,237
12130,36188,248
12131,18305,311
12132,23823,265
12133,43356,229
12134,9716,291
12135,45572,210
12136,47187,224
12137,24699,225
12138,48899,215
12139,36817,266
12140,32781,275
12141,34388,208
12142,27880,215
12143,34897,210
12144,26387,281
12145,7240,260
12146,44693,273
12147,15076,290
12148,14459,266
12149,3809,191
12150,1153,197
12151,20961,263
12152,35237,245
12153,30794,233
12154,32107,263
12155,36013,300
12156,18867,305
12157,33074,252
12158,22103,200
12159,18490,278
12160,1065,226
12161,22362,230
12162,786,250
12163,27446,222
12164,37308,243
12165,5627,250
12166,4570,246
12167,35337,233
12168,49646,262
12169,35060,230
12170,35700,257
12171,9120,243
12172,13820,231
12173,41997,235
12174,49374,303
12175,46080,266
12176,29182,243
12177,37301,243
12178,16834,243
12179,29112,286
12180,37779,184
12181,29235,260
12182,4577,218
12183,9980,255
12184,2315,292
12185,30827,227
12186,19716,307
12187,20926,280
12188,38626,224
12189,44277,226
12190,26565,250
12191,35722,283
12192,42114,242
12193,7449,264
12194,36883,247
12195,34471,221
12196,32132,302
12197,42130,259
12198,42400,251
12199,22534,286
12200,15281,227
12201,43580,273
12202,17307,248
12203,40277,272
12204,12952,267
12205,32459,270
12206,35507,260
12207,46816,281
12208,3940,283
12209,23156,275
12210,48746,283
12211,8454,226
12212,29699,261
12213,37416,275
12214,11264,251
12215,29458,245
12216,19604,255
12217,49088,315
12218,25000,285
12219,37898,239
12220,40932,272
12221,43158,267
12222,17330,239
12223,49345,254
12224,39206,265
12225,28210,173
12226,32162,250
12227,29608,237
12228,41464,227
12229,23686,230
12230,22470,216
12231,35615,288
12232,15170,235
12233,40566,250
12234,37923,279
12235,43832,221
12236,18596,275
12237,28666,195
12238,34001,248
12239,1310,260
12240,28446,287
12241,23911,224
12242,45535,258
12243,14033,219
12244,7312,275
12245,42033,318
12246,45885,258
12247,43718,224
12248,25295,228
12249,27895,268
12250,11650,258
12251,37166,225
12252,34248,271
12253,32219,264
12254,5702,235
12255,35060,244
12256,11956,279
12257,24349,283
12258,26512,266
12259,37847,226
12260,40694,293
12261,4389,232
12262,15603,209
12263,41834,217
12264,1003,242
12265,11038,221
12266,45873,201
12267,37899,272
12268,3153,250
12269,2364,284
12270,11136,250
12271,37379,284
12272,14885,276
12273,32641,296
12274,25873,254
12275,14406,275
12276,22717,273
12277,17690,231
12278,17832,245
12279,43790,264
12280,45622,281
12281,6619,237
12282,3964,251
12283,7144,305
12284,41640,228
12285,35688,288
12286,40916,270
12287,6931,276
12288,26465,215
12289,18383,285
12290,31832,228
12291,31416,243
12292,8722,236
12293,37509,257
12294,5978,247
12295,40565,242
12296,34692,239
12297,6072,230
12298,49197,223
12299,42907,255
12300,31696,284
12301,45521,239
12302,33169,277
12303,17229,240
12304,31207,262
12305,10970,293
12306,9310,298
12307,22897,299
12308,39333,239
12309,47748,184
12310,26018,261
12311,38728,259
12312,30706,224
12313,33086,153
12314,26721,240
12315,13758,223
12316,37819,229
12317,3719,235
12318,9655,245
12319,14821,221
12320,32028,188
12321,8812,244
12322,48815,181
12323,41356,260
12324,24977,286
12325,40138,271
12326,11263,266
12327,15625,262
12328,32726,198
12329,8026,223
12330,12063,315
12331,27978,287
12332,12877,213
12333,38253,245
12334,31005,230
12335,19931,213
12336,31853,242
12337,34050,316
12338,19304,211
12339,37021,222
12340,30758,268
12341,36610,251
12342,18173,262
12343,16331,232
12344,21620,272
12345,13137,255
12346,4345,294
12347,29622,249
12348,27587,198
12349,36042,238
12350,9759,274
12351,48547,295
12352,47539,275
12353,743,283
12354,12039,257
12355,32967,242
12356,14557,230
12357,15178,271
12358,46321,247
12359,18358,281
12360,46901,198
12361,10615,229
12362,32675,254
12363,45243,261
12364,46874,258
12365,30166,235
12366,43937,280
12367,3449,282
12368,43009,260
12369,16896,196
12370,23792,249
12371,41355,226
12372,31884,239
12373,13821,262
12374,6503,247
12375,27732,240
12376,12769,251
12377,37638,233
12378,46677,238
12379,24275,242
12380,21353,291
12381,41318,254
12382,4335,218
12383,17761,275
12384,16634,236
12385,45340,215
12386,20632,255
12387,46002,270
12388,34713,214
12389,20991,260
12390,8547,251
12391,29193,276
12392,41655,211
12393,25512,272
12394,26440,243
12395,23136,313
12396,33138,296
12397,9809,257
12398,31490,214
12399,12324,233
12400,2544,264
12401,27984,185
12402,6500,220
12403,22589,248
12404,1293,276
12405,8418,274
12406,7879,246
12407,19729,219
12408,42925,247
12409,29232,257
12410,46393,265
12411,31358,237
12412,14003,265
12413,28249,257
12414,20737,171
12415,45624,293
12416,31799,264
12417,10102,244
12418,25128,268
12419,37752,284
12420,825,234
12421,22020,240
12422,40443,242
12423,14930,271
12424,27411,279
12425,16916,221
12426,43479,220
12427,47984,199
12428,34871,259
12429,164,299
12430,11653,230
12431,39274,280
12432,6382,257
12433,6942,244
12434,30244,176
12435,18322,247
12436,8874,224
12437,27065,301
12438,22125,256
12439,7041,241
12440,44572,200
12441,7183,242
12442,13672,237
12443,7686,294
12444,38948,288
12445,20942,202
12446,27075,242
12447,4180,255
12448,11093,225
12449,29572,219
12450,33024,244
12451,37226,187
12452,47964,240
12453,27536,225
12454,37443,225
12455,15188,272
12456,15076,228
12457,41663,227
12458,5580,262
12459,10193,273
12460,2226,270
12461,43483,275
12462,36252,255
12463,34070,311
12464,7291,227
12465,40746,270
12466,20121,248
12467,31330,288
12468,35740,258
12469,40931,257
12470,29526,291
12471,32187,301
12472,18554,232
12473,21145,263
12474,10212,215
12475,13510,291
12476,46868,307
12477,4163,222
12478,24000,257
12479,30176,265
12480,38501,194
12481,20899,237
12482,26458,269
12483,32302,250
12484,37747,262
12485,45924,215
12486,20483,204
12487,1086,232
12488,28311,277
12489,35491,274
12490,21322,266
12491,8685,265
12492,34430,248
12493,7563,233
12494,33920,242
12495,38140,227
12496,14276,175
12497,47352,194
12498,27242,206
12499,21484,198
12500,37094,231
12501,46961,334
12502,23296,227
12503,23546,258
12504,16061,289
12505,23557,277
12506,34611,219
12507,5029,229
12508,32648,248
12509,29747,274
12510,49009,284
12511,19547,243
12512,21474,225
12513,16144,228
12514,47491,222
12515,38093,279
12516,3642,247
12517,18862,295
12518,24322,217
12519,33048,217
12520,13159,232
12521,47213,219
12522,25753,294
12523,48568,241
12524,27678,212
12525,8316,274
12526,29374,221
12527,11045,233
12528,42684,322
12529,2247,259
12530,15538,318
12531,709,235
12532,11103,249
12533,46670,264
12534,28784,262
12535,34259,164
12536,18567,263
12537,27750,243
12538,47711,264
12539,13591,268
12540,35908,207
12541,49515,278
12542,30701,252
12543,12554,265
12544,38986,241
12545,14485,241
12546,47319,251
12547,26384,191
12548,21055,257
12549,1542,251
12550,1592,239
12551,5816,314
12552,16221,242
12553,38547,233
12554,1604,227
12555,797,221
12556,41483,252
12557,37355,215
12558,26678,262
12559,40844,251
12560,28199,138
12561,48740,290
12562,20835,267
12563,30853,303
12564,19642,211
12565,12443,226
12566,41061,268
12567,42200,280
12568,17242,179
12569,41825,220
12570,43955,234
12571,22963,237
12572,8296,281
12573,42871,213
12574,3051,281
12575,30276,213
12576,41811,227
12577,37133,219
12578,9546,308
12579,21181,213
12580,7456,233
12581,19010,234
12582,10,232
12583,32302,317
12584,32814,270
12585,20058,260
12586,47394,295
12587,35263,274
12588,10990,222
12589,40000,244
12590,15271,271
12591,4667,197
12592,36257,226
12593,14752,282
12594,45254,289
12595,38613,259
12596,2490,272
12597,4247,231
12598,41049,295
12599,33194,267
12600,40742,196
12601,17521,239
12602,9285,186
12603,18315,258
12604,40835,263
12605,29280,277
12606,29887,245
12607,38614,310
12608,45682,248
12609,19199,199
12610,31117,286
12611,38882,252
12612,1872,230
12613,8198,190
12614,15210,263
12615,8628,240
12616,28516,245
12617,44240,277
12618,46835,236
12619,33357,258
12620,46020,241
12621,10812,250
12622,26520,229
12623,40909,205
12624,12440,265
12625,10589,252
12626,6289,269
12627,33766,243
12628,17532,242
12629,4732,285
12630,42759,244
12631,37304,300
12632,4454,223
12633,10059,267
12634,35763,272
12635,25429,291
12636,45611,246
12637,36838,265
12638,3182,271
12639,22668,190
12640,48760,247
12641,8996,234
12642,6322,255
12643,48445,196
12644,44501,246
12645,19500,202
12646,16440,290
12647,47347,233
12648,22280,261
12649,30679,248
12650,40585,277
12651,15924,179
12652,30941,203
12653,21800,265
12654,46949,258
12655,14803,257
12656,46334,238
12657,21087,256
12658,38374,241
12659,33682,253
12660,11222,256
12661,46876,241
12662,39405,211
12663,24247,232
12664,9140,275
12665,1442,254
12666,39537,245
12667,12072,202
12668,39904,248
12669,32358,231
12670,8878,232
12671,23908,217
12672,24188,225
12673,33175,257
12674,14882,256
12675,16233,264
12676,18327,284
12677,29775,278
12678,31150,246
12679,13987,249
12680,39307,284
12681,43590,303
12682,13864,253
12683,30426,248
12684,25449,234
12685,783,249
12686,30769,201
12687,47354,281
12688,39106,294
12689,2147,196
12690,16213,250
12691,25346,203
12692,22852,257
12693,11082,251
12694,7947,245
12695,18954,235
12696,11799,224
12697,15762,210
12698,6458,318
12699,45045,219
12700,44977,242
12701,30627,287
12702,3252,200
12703,24556,315
12704,40999,277
12705,43020,239
12706,18794,249
12707,12575,220
12708,25467,249
12709,49160,239
12710,46756,194
12711,25894,262
12712,45851,284
12713,19928,271
12714,27932,246
12715,12794,200
12716,26552,337
12717,30779,274
12718,4918,243
12719,32673,211
12720,32474,228
12721,42354,234
12722,34991,244
12723,28808,251
12724,47410,245
12725,22041,276
12726,31343,260
12727,40064,259
12728,2237,234
12729,49612,201
12730,27590,194
12731,9128,294
12732,22763,312
12733,9069,285
12734,22914,231
12735,34396,273
12736,41147,208
12737,5918,262
12738,31364,214
12739,22454,287
12740,15084,234
12741,34965,242
12742,46236,240
12743,34569,272
12744,35408,234
12745,27581,264
12746,42806,292
12747,37107,252
12748,15458,221
12749,25897,232
12750,15246,219
12751,16685,272
12752,10909,218
12753,21776,247
12754,29539,289
12755,39474,236
12756,21316,264
12757,47703,256
12758,49567,197
12759,2020,230
12760,34327,267
12761,39362,287
12762,48199,267
12763,29464,247
12764,44856,191
12765,18446,275
12766,15321,276
12767,28447,246
12768,30252,259
12769,32342,222
12770,12917,291
12771,25168,231
12772,24894,250
12773,21693,262
12774,30064,273
